Precision,Recall,F1 Score,Test Precision,Test Recall,Test F1,Number of examples,Margin,Clauses,Specificity,Accumulation,Max_included_literals,,,,,,,,,,
0.937596467,0.344911231,0.50044239,0.711730194,0.137215306,0.229984351,1000,500,57,11.25,49,19,,,,,,,,,,
0.842089929,0.107029899,0.188143546,0.676436777,0.059532808,0.109093833,1000,500,57,20,5,3,,,,,,,,,,
0.859681484,0.117682278,0.206043043,0.732934543,0.083962198,0.15066146,1000,500,57,20,5,11,,,,,,,,,,
0.906475497,0.125817392,0.219691797,0.771228961,0.08434322,0.151979124,1000,500,57,20,5,19,,,,,,,,,,
0.910119126,0.273969191,0.418727149,0.721276509,0.126535803,0.215265218,1000,500,57,20,27,3,,,,,,,,,,
0.922561115,0.207826484,0.336820858,0.744052446,0.093486155,0.165900967,1000,500,57,20,27,11,,,,,,,,,,
0.923864016,0.208123821,0.336445577,0.658693665,0.072083363,0.129750614,1000,500,57,20,27,19,,,,,,,,,,
0.929657659,0.360196489,0.514848258,0.567593464,0.115641233,0.192084286,1000,500,57,20,49,3,,,,,,,,,,
0.936982882,0.300957978,0.452586892,0.604320813,0.075817798,0.134602354,1000,500,57,20,49,11,,,,,,,,,,
0.92358802,0.31882904,0.471568427,0.753269322,0.12841058,0.216365346,1000,500,57,20,49,19,,,,,,,,,,
0.793042654,0.46431599,0.584359172,0.764202812,0.437652413,0.556310227,1000,500,99,2.5,5,3,,,,,,,,,,
0.812790895,0.434318595,0.563688339,0.797881096,0.43361313,0.56141148,1000,500,99,2.5,5,11,,,,,,,,,,
0.81390951,0.463604195,0.589160303,0.787276542,0.455284406,0.576604966,1000,500,99,2.5,5,19,,,,,,,,,,
0.781095995,0.51746428,0.622308198,0.661533585,0.341854505,0.450427365,1000,500,99,2.5,27,3,,,,,,,,,,
0.85821949,0.476806503,0.611733066,0.770350879,0.34440618,0.475924506,1000,500,99,2.5,27,11,,,,,,,,,,
0.86749468,0.445754002,0.586686952,0.787749543,0.340152656,0.475022858,1000,500,99,2.5,27,19,,,,,,,,,,
0.795847461,0.599404741,0.683150521,0.673461274,0.395314657,0.498045028,1000,500,99,2.5,49,3,,,,,,,,,,
0.84684891,0.565927658,0.677668858,0.734030856,0.392261831,0.511208896,1000,500,99,2.5,49,11,,,,,,,,,,
0.860575215,0.501718028,0.631664499,0.718294088,0.302247708,0.425379892,1000,500,99,2.5,49,19,,,,,,,,,,
0.816925221,0.148494102,0.250521171,0.728308518,0.105043289,0.183575679,1000,500,99,11.25,5,3,,,,,,,,,,
0.839550875,0.17824344,0.292624045,0.761927073,0.137799888,0.233373305,1000,500,99,11.25,5,11,,,,,,,,,,
0.861957209,0.154485946,0.260567135,0.784250914,0.120421487,0.208670197,1000,500,99,11.25,5,19,,,,,,,,,,
0.890579097,0.327701426,0.478158911,0.679260467,0.182377444,0.287537824,1000,500,99,11.25,27,3,,,,,,,,,,
0.904333901,0.297722651,0.446087583,0.723671028,0.157392607,0.258550896,1000,500,99,11.25,27,11,,,,,,,,,,
0.877931958,0.256904956,0.395869866,0.73650703,0.138999609,0.233699944,1000,500,99,11.25,27,19,,,,,,,,,,
0.936998673,0.39280313,0.551264714,0.65225469,0.171872987,0.272007741,1000,500,99,11.25,49,3,,,,,,,,,,
0.928517102,0.373036208,0.530492718,0.686657476,0.160344935,0.259753598,1000,500,99,11.25,49,11,,,,,,,,,,
0.916961818,0.326492953,0.478665479,0.73319544,0.140300899,0.235285579,1000,500,99,11.25,49,19,,,,,,,,,,
0.860657479,0.109743036,0.194012088,0.676122034,0.067119275,0.122097619,1000,500,99,20,5,3,,,,,,,,,,
0.882044395,0.120749398,0.211303101,0.738173295,0.08831885,0.157757621,1000,500,99,20,5,11,,,,,,,,,,
0.862858441,0.129701518,0.223980433,0.761307011,0.10316029,0.181682279,1000,500,99,20,5,19,,,,,,,,,,
0.913171269,0.246866228,0.386898481,0.614819073,0.094505712,0.163790203,1000,500,99,20,27,3,,,,,,,,,,
0.933688499,0.222917793,0.357534235,0.720469107,0.082447367,0.147907251,1000,500,99,20,27,11,,,,,,,,,,
0.89623521,0.21169301,0.33970838,0.668173141,0.078541283,0.140452878,1000,500,99,20,27,19,,,,,,,,,,
0.924488352,0.358332986,0.513934155,0.656355209,0.135439188,0.224345312,1000,500,99,20,49,3,,,,,,,,,,
0.933530454,0.310834004,0.464306159,0.680544668,0.097126083,0.169399248,1000,500,99,20,49,11,,,,,,,,,,
0.945626777,0.274383772,0.422407741,0.701556466,0.092181057,0.162728963,1000,500,99,20,49,19,,,,,,,,,,
