Precision,Recall,F1 Score,Number of examples,Margin,Clauses,Specificity,Accumulation
0.744020569,0.351206842,0.473319675,733,500,15,8.333333333,31
0.714629632,0.278839102,0.390721635,733,500,15,8.333333333,52
0.725415595,0.301131954,0.422434006,733,500,15,8.333333333,73
0.713803624,0.213405415,0.325146686,733,500,15,14.16666667,10
0.826823649,0.318084182,0.450614688,733,500,15,14.16666667,31
0.746999371,0.250926756,0.368287143,733,500,15,14.16666667,52
0.858579391,0.272876426,0.406609209,733,500,15,14.16666667,73
0.745656503,0.229096862,0.342152066,733,500,15,20,10
0.708951586,0.218761253,0.321291919,733,500,15,20,31
0.563991082,0.312660178,,733,500,15,20,52
0.822449715,0.331918283,0.444864031,733,500,15,20,73
0.611044988,0.405767627,0.486297451,733,500,93,2.5,10
0.60469334,0.511419019,0.553341878,733,500,93,2.5,31
0.592264071,0.514544807,0.550125672,733,500,93,2.5,52
0.594610493,0.512949139,0.549731599,733,500,93,2.5,73
0.646047043,0.323662545,0.43056662,733,500,93,8.333333333,10
0.652575071,0.263034807,0.372448868,733,500,93,8.333333333,31
0.685965571,0.302261021,0.416841145,733,500,93,8.333333333,52
0.689179391,0.307442728,0.423188864,733,500,93,8.333333333,73
0.678634178,0.219710236,0.330213114,733,500,93,14.16666667,10
0.71825789,0.21415951,0.326276494,733,500,93,14.16666667,31
0.760359067,0.242169867,0.362500785,733,500,93,14.16666667,52
0.800060295,0.335563306,0.469697656,733,500,93,14.16666667,73
0.697176496,0.173343719,0.274073322,733,500,93,20,10
0.781817265,0.230491548,0.351463209,733,500,93,20,31
0.830274303,0.256145507,0.387125018,733,500,93,20,52
0.849725501,0.302626283,0.440420499,733,500,93,20,73
0.64082352,0.459727228,0.534595225,733,500,171,2.5,10
0.580749375,0.506533619,0.540589207,733,500,171,2.5,31
0.612666866,0.538780701,0.572769957,733,500,171,2.5,52
0.583874255,0.526141137,0.55312984,733,500,171,2.5,73
0.638783514,0.274704632,0.383652962,733,500,171,8.333333333,10
0.663739564,0.275643003,0.387894748,733,500,171,8.333333333,31
0.673296083,0.30924212,0.422662667,733,500,171,8.333333333,52
0.705898592,0.331088787,0.449110462,733,500,171,8.333333333,73
0.639184888,0.184073543,0.284735814,733,500,171,14.16666667,10
0.707739424,0.214000548,0.326456379,733,500,171,14.16666667,31
0.707653475,0.226811268,0.339022328,733,500,171,14.16666667,52
0.746409112,0.259499399,0.381400216,733,500,171,14.16666667,73
0.680416087,0.149041289,0.243458506,733,500,171,20,10
0.74694122,0.187508684,0.295975999,733,500,171,20,31
0.794587855,0.228134391,0.348587271,733,500,171,20,52
0.802128352,0.244853691,0.370876612,733,500,171,20,73
0.618773133,0.437017343,0.511987709,733,500,249,2.5,10
0.592286729,0.529916341,0.558837244,733,500,249,2.5,31
0.592827103,0.482596077,0.531401541,733,500,249,2.5,52
0.588865705,0.508434924,0.545256708,733,500,249,2.5,73
0.621280523,0.228128564,0.332710862,733,500,249,8.333333333,10
0.655042185,0.277908547,0.389354501,733,500,249,8.333333333,31
0.687603012,0.289984891,0.406300426,733,500,249,8.333333333,52
0.700408832,0.338274001,0.45444411,733,500,249,8.333333333,73
0.643529213,0.167216487,0.264002158,733,500,249,14.16666667,10
0.696424841,0.226000417,0.339787896,733,500,249,14.16666667,31
0.728851439,0.242518778,0.361649367,733,500,249,14.16666667,52
0.72648852,0.245696489,0.363481144,733,500,249,14.16666667,73
0.709932082,0.185257575,0.293300868,733,500,249,20,10
0.772133884,0.208128289,0.325844967,733,500,249,20,31
0.781012476,0.223207212,0.34275876,733,500,249,20,52
0.759004512,0.266430004,0.388923523,733,500,249,20,73
0.693591038,0.579271902,0.63081,1366,50,15,2.5,10
0.689596376,0.510670584,0.583748863,1366,50,15,2.5,31
0.694275447,0.577055481,0.628935632,1366,50,15,2.5,52
0.639399325,0.551764636,0.592172345,1366,50,15,2.5,73
0.718768122,0.292809842,0.412527286,1366,50,15,8.333333333,10
0.760718521,0.313237515,0.439646731,1366,50,15,8.333333333,31
0.762472528,0.429005281,0.547061197,1366,50,15,8.333333333,52
0.742727467,0.428153626,0.539994533,1366,50,15,8.333333333,73
0.712818175,0.284018715,0.405069659,1366,50,15,14.16666667,10
0.7691229,0.255435244,0.377912532,1366,50,15,14.16666667,31
0.821846299,0.358639037,0.495290061,1366,50,15,14.16666667,52
0.825826608,0.335196272,0.47475125,1366,50,15,14.16666667,73
0.593178226,0.171454403,0.261648133,1366,50,15,20,10
0.769289348,0.236201023,0.35796929,1366,50,15,20,31
0.816779481,0.278160959,0.412227907,1366,50,15,20,52
0.722946492,0.160242314,0.257790438,1366,50,15,20,73
0.685223744,0.467774041,0.555442467,1366,50,93,2.5,10
0.621822238,0.512404919,0.561728525,1366,50,93,2.5,31
0.612767967,0.481152603,0.538211685,1366,50,93,2.5,52
0.591377607,0.498619387,0.540443544,1366,50,93,2.5,73
0.639301955,0.230554241,0.338355206,1366,50,93,8.333333333,10
0.673992269,0.279079552,0.394317655,1366,50,93,8.333333333,31
0.690056193,0.303900497,0.420729443,1366,50,93,8.333333333,52
0.734894445,0.319772113,0.443699585,1366,50,93,8.333333333,73
0.583376639,0.149990562,0.23800076,1366,50,93,14.16666667,10
0.687611265,0.217447698,0.329002599,1366,50,93,14.16666667,31
0.668893339,0.244088559,0.356099227,1366,50,93,14.16666667,52
0.737345594,0.285583983,0.410509161,1366,50,93,14.16666667,73
0.618235465,0.142139432,0.229564262,1366,50,93,20,10
0.670002235,0.160743191,0.256385908,1366,50,93,20,31
0.719560202,0.216325076,0.330430334,1366,50,93,20,52
0.807040506,0.29177329,0.427550389,1366,50,93,20,73
0.582706403,0.33493199,0.425100852,1366,50,171,2.5,10
0.530911695,0.385176494,0.446005388,1366,50,171,2.5,31
0.570389444,0.44675766,0.500730918,1366,50,171,2.5,52
0.569822074,0.435815056,0.493466426,1366,50,171,2.5,73
0.54976305,0.166188757,0.255100518,1366,50,171,8.333333333,10
0.506170864,0.196569205,0.282135678,1366,50,171,8.333333333,31
0.622545331,0.244010052,0.349535467,1366,50,171,8.333333333,52
0.605756742,0.254610019,0.35783689,1366,50,171,8.333333333,73
0.565951368,0.118794464,0.195841452,1366,50,171,14.16666667,10
0.569171099,0.16221088,0.251774889,1366,50,171,14.16666667,31
0.618786762,0.20858772,0.310438112,1366,50,171,14.16666667,52
0.682754479,0.256138662,0.371635309,1366,50,171,14.16666667,73
0.589205222,0.095679241,0.163685934,1366,50,171,20,10
0.616856484,0.14693084,0.235845167,1366,50,171,20,31
0.699203785,0.184426968,0.289937595,1366,50,171,20,52
0.734983526,0.239892804,0.360587753,1366,50,171,20,73
0.525193149,0.311533464,0.391000087,1366,50,249,2.5,10
0.499814906,0.353420128,0.41396579,1366,50,249,2.5,31
0.523166842,0.407588387,0.457971546,1366,50,249,2.5,52
0.542043173,0.414734947,0.469410256,1366,50,249,2.5,73
0.488525476,0.14760799,0.225979577,1366,50,249,8.333333333,10
0.520104158,0.169602962,0.25522915,1366,50,249,8.333333333,31
0.570798661,0.217221142,0.313265022,1366,50,249,8.333333333,52
0.623321982,0.269423129,0.375665546,1366,50,249,8.333333333,73
0.499318079,0.100337993,0.166407252,1366,50,249,14.16666667,10
0.581567023,0.167377256,0.259514756,1366,50,249,14.16666667,31
0.613729381,0.194348594,0.293812428,1366,50,249,14.16666667,52
0.69926913,0.250670105,0.368332008,1366,50,249,14.16666667,73
0.506228059,0.075963973,0.131573358,1366,50,249,20,10
0.596200785,0.155131668,0.245682687,1366,50,249,20,31
0.70090263,0.209190159,0.320616461,1366,50,249,20,52
0.738819572,0.223094898,0.340831542,1366,50,249,20,73
0.705414984,0.489335412,0.571688207,1366,200,15,2.5,10
0.604870621,0.394072175,0.472956978,1366,200,15,2.5,31
0.672368931,0.544356907,0.60125772,1366,200,15,2.5,52
0.600490061,0.542538321,0.569709728,1366,200,15,2.5,73
0.726580138,0.325203677,0.447210299,1366,200,15,8.333333333,10
0.659643619,0.292497842,0.401912558,1366,200,15,8.333333333,31
0.713553058,0.305264579,0.422482356,1366,200,15,8.333333333,52
0.721467886,0.286333381,0.40920814,1366,200,15,8.333333333,73
0.723726319,0.165086056,0.264254617,1366,200,15,14.16666667,10
0.733263687,0.257746968,0.377082261,1366,200,15,14.16666667,31
0.785287675,0.271482668,0.399003727,1366,200,15,14.16666667,52
0.73037803,0.262540789,0.381897707,1366,200,15,14.16666667,73
0.638819459,0.144456924,0.233553032,1366,200,15,20,10
0.736955513,0.22525391,0.337294564,1366,200,15,20,31
0.752164989,0.296755114,0.412285002,1366,200,15,20,52
0.808089815,0.260257596,,1366,200,15,20,73
0.646148187,0.456051325,0.53406246,1366,200,93,2.5,10
0.604789728,0.525926046,0.561821404,1366,200,93,2.5,31
0.584937951,0.499302986,0.538387164,1366,200,93,2.5,52
0.626790735,0.528830317,0.572884708,1366,200,93,2.5,73
0.641625323,0.274499863,0.383193429,1366,200,93,8.333333333,10
0.639761832,0.256941715,0.36551728,1366,200,93,8.333333333,31
0.702246495,0.318299147,0.43702245,1366,200,93,8.333333333,52
0.670529031,0.29393902,0.406931367,1366,200,93,8.333333333,73
0.627693337,0.179084166,0.278512662,1366,200,93,14.16666667,10
0.646521288,0.218121596,0.324142203,1366,200,93,14.16666667,31
0.771575648,0.294238941,0.424266784,1366,200,93,14.16666667,52
0.748884309,0.27637816,0.40139036,1366,200,93,14.16666667,73
0.653353276,0.165870001,0.26393576,1366,200,93,20,10
0.652918131,0.179795187,0.280409795,1366,200,93,20,31
0.741128096,0.221273457,0.336543249,1366,200,93,20,52
0.75508797,0.2241829,0.343066738,1366,200,93,20,73
0.607452738,0.383346053,0.468551991,1366,200,171,2.5,10
0.579749163,0.486204153,0.528350257,1366,200,171,2.5,31
0.575939761,0.518674609,0.545133797,1366,200,171,2.5,52
0.580821949,0.511874117,0.543798836,1366,200,171,2.5,73
0.546483294,0.207356313,0.299693539,1366,200,171,8.333333333,10
0.662940693,0.294392133,0.406827131,1366,200,171,8.333333333,31
0.691455176,0.309176316,0.425821272,1366,200,171,8.333333333,52
0.677413592,0.310589595,0.425090292,1366,200,171,8.333333333,73
0.558398793,0.154673393,0.241422338,1366,200,171,14.16666667,10
0.673885154,0.223536334,0.333496324,1366,200,171,14.16666667,31
0.676546582,0.230838732,0.343077356,1366,200,171,14.16666667,52
0.714534014,0.243758,0.361302634,1366,200,171,14.16666667,73
0.593830963,0.136541902,0.221379525,1366,200,171,20,10
0.723581288,0.220996473,0.337600054,1366,200,171,20,31
0.754998336,0.225830762,0.345346398,1366,200,171,20,52
0.769787288,0.256845753,0.383775457,1366,200,171,20,73
0.612516655,0.447533946,0.517077908,1366,200,249,2.5,10
0.5765765,0.478778219,0.522882199,1366,200,249,2.5,31
0.571266345,0.507952058,0.537449502,1366,200,249,2.5,52
0.582740658,0.485865551,0.529559406,1366,200,249,2.5,73
0.527897263,0.190234297,0.278858139,1366,200,249,8.333333333,10
0.613990198,0.254469316,0.358818212,1366,200,249,8.333333333,31
0.676634118,0.303769201,0.418556224,1366,200,249,8.333333333,52
0.681373913,0.309223363,0.423954465,1366,200,249,8.333333333,73
0.561960897,0.16154863,0.249855701,1366,200,249,14.16666667,10
0.644584285,0.200545936,0.304492986,1366,200,249,14.16666667,31
0.736663926,0.272631404,0.396908893,1366,200,249,14.16666667,52
0.692066718,0.248556595,0.36416517,1366,200,249,14.16666667,73
0.588655032,0.137408754,0.221950707,1366,200,249,20,10
0.680711116,0.190829378,0.297630765,1366,200,249,20,31
0.700582527,0.199501048,0.308660952,1366,200,249,20,52
0.760815961,0.242520417,0.3653505,1366,200,249,20,73
0.640101774,0.476221309,0.545281101,1366,350,15,2.5,10
0.596356282,0.455579425,0.514333678,1366,350,15,2.5,31
0.539905642,0.451450371,0.491141085,1366,350,15,2.5,52
0.690160626,0.539869656,0.604174823,1366,350,15,2.5,73
0.675229644,0.313629014,0.424937626,1366,350,15,8.333333333,10
0.657944959,0.254047005,0.35674499,1366,350,15,8.333333333,31
0.703857824,0.365484682,0.479918832,1366,350,15,8.333333333,52
0.673857401,0.321063081,,1366,350,15,8.333333333,73
0.814541412,0.273299748,0.408291766,1366,350,15,14.16666667,10
0.763919191,0.27477977,0.400795488,1366,350,15,14.16666667,31
0.745132853,0.229082911,0.337723199,1366,350,15,14.16666667,52
0.767806951,0.307831241,0.435169784,1366,350,15,14.16666667,73
0.70922097,0.217917392,0.326202821,1366,350,15,20,10
0.78582044,0.261928836,0.389686345,1366,350,15,20,31
0.749716145,0.158660713,0.260484305,1366,350,15,20,52
0.841756583,0.171481783,0.284384308,1366,350,15,20,73
0.598643756,0.428105035,0.498568183,1366,350,93,2.5,10
0.589451291,0.485169853,0.531868602,1366,350,93,2.5,31
0.599062857,0.537782593,0.566395028,1366,350,93,2.5,52
0.610306018,0.542574897,0.573790901,1366,350,93,2.5,73
0.638103823,0.284159187,0.392711059,1366,350,93,8.333333333,10
0.644329584,0.326548507,0.432609569,1366,350,93,8.333333333,31
0.676035124,0.321151996,0.434685958,1366,350,93,8.333333333,52
0.676582243,0.317397707,0.430188834,1366,350,93,8.333333333,73
0.627161809,0.178604783,0.276838076,1366,350,93,14.16666667,10
0.689695064,0.234002603,0.347888649,1366,350,93,14.16666667,31
0.714414174,0.250336408,0.365571961,1366,350,93,14.16666667,52
0.746178764,0.243202615,0.362842494,1366,350,93,14.16666667,73
0.66601402,0.194325071,0.299740709,1366,350,93,20,10
0.709937767,0.163904776,0.262355081,1366,350,93,20,31
0.787294771,0.263725043,0.390608837,1366,350,93,20,52
0.808784504,0.276716441,0.410199342,1366,350,93,20,73
0.607346575,0.412728866,0.490478079,1366,350,171,2.5,10
0.597171283,0.5301898,0.561143417,1366,350,171,2.5,31
0.60402114,0.502914827,0.548131906,1366,350,171,2.5,52
0.570439116,0.523584842,0.545679379,1366,350,171,2.5,73
0.591304678,0.266019926,0.365593704,1366,350,171,8.333333333,10
0.653062389,0.265462228,0.376507298,1366,350,171,8.333333333,31
0.679208437,0.301350449,0.416227936,1366,350,171,8.333333333,52
0.69263781,0.324386796,0.440829361,1366,350,171,8.333333333,73
0.624595867,0.20126137,0.303688936,1366,350,171,14.16666667,10
0.702200958,0.242787156,0.359977516,1366,350,171,14.16666667,31
0.716752729,0.232622942,0.349581176,1366,350,171,14.16666667,52
0.741001975,0.284826376,0.409302234,1366,350,171,14.16666667,73
0.632918769,0.162423323,0.257647685,1366,350,171,20,10
0.704294374,0.202084556,0.312157769,1366,350,171,20,31
0.758194512,0.234104001,0.355936375,1366,350,171,20,52
0.781221318,0.226243243,0.346879335,1366,350,171,20,73
0.606415359,0.410262753,0.488828948,1366,350,249,2.5,10
0.59683492,0.520637577,0.555798111,1366,350,249,2.5,31
0.572922885,0.508273986,0.537950477,1366,350,249,2.5,52
0.583480446,0.503872276,0.540307045,1366,350,249,2.5,73
0.549529405,0.214229431,0.307792165,1366,350,249,8.333333333,10
0.640528627,0.27042099,0.379554093,1366,350,249,8.333333333,31
0.664446289,0.303612911,0.415485047,1366,350,249,8.333333333,52
0.668525504,0.331332471,0.441881567,1366,350,249,8.333333333,73
0.580726044,0.170350333,0.262712513,1366,350,249,14.16666667,10
0.699341885,0.23679026,0.352618718,1366,350,249,14.16666667,31
0.7279269,0.23912702,0.358545724,1366,350,249,14.16666667,52
0.731219171,0.282180511,0.40546103,1366,350,249,14.16666667,73
0.652633576,0.179340785,0.281090575,1366,350,249,20,10
0.717961978,0.18792815,0.296723847,1366,350,249,20,31
0.749442301,0.223239136,0.3420169,1366,350,249,20,52
0.767792669,0.242893108,0.366759903,1366,350,249,20,73
0.654616195,0.536295803,0.589429915,1366,500,15,2.5,10
0.556084472,0.39321568,0.459752073,1366,500,15,2.5,31
0.575970322,0.443067155,0.500045271,1366,500,15,2.5,52
0.604072811,0.514210155,0.554694322,1366,500,15,2.5,73
0.691891292,0.266747495,0.381492537,1366,500,15,8.333333333,10
0.712028066,0.317931554,0.432980072,1366,500,15,8.333333333,31
0.619092748,0.244265983,0.34518992,1366,500,15,8.333333333,52
0.702601327,0.282838687,0.399132635,1366,500,15,8.333333333,73
0.697936723,0.212933121,0.315084603,1366,500,15,14.16666667,10
0.807869612,0.250401199,0.372089444,1366,500,15,14.16666667,31
0.739587397,0.176960376,0.281749955,1366,500,15,14.16666667,52
0.719686278,0.324000017,,1366,500,15,14.16666667,73
0.728278478,0.160711306,0.260828635,1366,500,15,20,10
0.770319536,0.174214257,0.278999685,1366,500,15,20,31
0.684412271,0.299306306,0.393704853,1366,500,15,20,52
0.662116753,0.119352474,0.199848857,1366,500,15,20,73
0.639497524,0.481006281,0.548438306,1366,500,93,2.5,10
0.5690243,0.467360327,0.512521315,1366,500,93,2.5,31
0.595584875,0.522028497,0.555963819,1366,500,93,2.5,52
0.571392855,0.56154363,0.566127801,1366,500,93,2.5,73
0.6170698,0.28683196,0.390416625,1366,500,93,8.333333333,10
0.623952456,0.275607585,0.381095233,1366,500,93,8.333333333,31
0.654303433,0.284766702,0.395197474,1366,500,93,8.333333333,52
0.710320126,0.324399444,0.444077439,1366,500,93,8.333333333,73
0.671213775,0.207621148,0.315784651,1366,500,93,14.16666667,10
0.690407395,0.188157554,0.293796589,1366,500,93,14.16666667,31
0.761766565,0.28474298,0.41219279,1366,500,93,14.16666667,52
0.76675165,0.295047457,0.423349623,1366,500,93,14.16666667,73
0.732940551,0.203462771,0.317171414,1366,500,93,20,10
0.760803395,0.225490052,0.344506749,1366,500,93,20,31
0.77272555,0.205352096,0.321856538,1366,500,93,20,52
0.793908983,0.251744417,0.379346171,1366,500,93,20,73
0.627597134,0.447413325,0.521197887,1366,500,171,2.5,10
0.586628658,0.516679399,0.548957827,1366,500,171,2.5,31
0.571358038,0.528175152,0.548420449,1366,500,171,2.5,52
0.588742668,0.527314354,0.555645419,1366,500,171,2.5,73
0.590560605,0.245597983,0.345522011,1366,500,171,8.333333333,10
0.661262835,0.274118545,0.386539047,1366,500,171,8.333333333,31
0.690058379,0.318005412,0.434340592,1366,500,171,8.333333333,52
0.693818742,0.320324945,0.43667949,1366,500,171,8.333333333,73
0.61287127,0.18988576,0.288375938,1366,500,171,14.16666667,10
0.68161216,0.210684518,0.320248544,1366,500,171,14.16666667,31
0.711244882,0.231836001,0.346720293,1366,500,171,14.16666667,52
0.725331138,0.249128133,0.369039813,1366,500,171,14.16666667,73
0.683379058,0.164188203,0.263540752,1366,500,171,20,10
0.739968824,0.183140867,0.290795416,1366,500,171,20,31
0.758042818,0.225764635,0.344819192,1366,500,171,20,52
0.806115817,0.23111388,0.355613546,1366,500,171,20,73
0.59928012,0.394859435,0.4747479,1366,500,249,2.5,10
0.597094475,0.498860709,0.54323232,1366,500,249,2.5,31
0.606809613,0.510838416,0.5542451,1366,500,249,2.5,52
0.580077529,0.518514261,0.547176671,1366,500,249,2.5,73
0.593505008,0.236637906,0.337683121,1366,500,249,8.333333333,10
0.670653888,0.287077211,0.401346828,1366,500,249,8.333333333,31
0.680130913,0.307044218,0.421886636,1366,500,249,8.333333333,52
0.699913388,0.33495875,0.452128623,1366,500,249,8.333333333,73
0.624129569,0.196608124,0.298111164,1366,500,249,14.16666667,10
0.678425786,0.202375141,0.309988923,1366,500,249,14.16666667,31
0.698140792,0.221436204,0.333621466,1366,500,249,14.16666667,52
0.727256269,0.278444996,0.400786669,1366,500,249,14.16666667,73
0.653905104,0.160394675,0.257083102,1366,500,249,20,10
0.717042793,0.186263716,0.294448771,1366,500,249,20,31
0.721063887,0.19996853,0.309610193,1366,500,249,20,52
0.781761196,0.23608393,0.358314402,1366,500,249,20,73
0.732080692,0.571317136,0.641170201,1999,50,15,2.5,10
0.772513881,0.5834235,0.663295241,1999,50,15,2.5,31
0.673213128,0.529438187,0.591412443,1999,50,15,2.5,52
0.742304154,0.618087866,0.673884665,1999,50,15,2.5,73
0.720335686,0.18229538,0.283988238,1999,50,15,8.333333333,10
0.750474366,0.317368927,0.438855263,1999,50,15,8.333333333,31
0.846368712,0.50181655,0.628519856,1999,50,15,8.333333333,52
0.817174107,0.465974601,0.590953622,1999,50,15,8.333333333,73
0.755864531,0.248918909,0.373219765,1999,50,15,14.16666667,10
0.771775438,0.251692006,0.374354515,1999,50,15,14.16666667,31
0.780616832,0.363625302,0.493734558,1999,50,15,14.16666667,52
0.779477186,0.366286734,0.495268557,1999,50,15,14.16666667,73
0.656492278,0.203448437,,1999,50,15,20,10
0.79958272,0.479170925,0.597726881,1999,50,15,20,31
0.871282104,0.272044084,0.39962987,1999,50,15,20,52
0.828079028,0.224869336,0.35246506,1999,50,15,20,73
0.722311461,0.56882898,0.636336758,1999,50,93,2.5,10
0.630941134,0.492151739,0.552350045,1999,50,93,2.5,31
0.620897919,0.494705476,0.550197663,1999,50,93,2.5,52
0.600461422,0.49571343,0.542773349,1999,50,93,2.5,73
0.632559697,0.27453528,0.381303877,1999,50,93,8.333333333,10
0.702905894,0.274311787,0.394087184,1999,50,93,8.333333333,31
0.649961158,0.308423737,0.417921608,1999,50,93,8.333333333,52
0.725903958,0.325210401,0.448319902,1999,50,93,8.333333333,73
0.620386188,0.165607912,0.26016242,1999,50,93,14.16666667,10
0.656652284,0.186734834,0.289484295,1999,50,93,14.16666667,31
0.711042741,0.23610388,0.352217635,1999,50,93,14.16666667,52
0.732486706,0.290359352,0.414829477,1999,50,93,14.16666667,73
0.686580287,0.183852175,0.28913893,1999,50,93,20,10
0.700616814,0.213067266,0.325787588,1999,50,93,20,31
0.730594073,0.198332648,0.309560078,1999,50,93,20,52
0.750371005,0.255997581,0.381096361,1999,50,93,20,73
0.586250524,0.37875695,0.459932683,1999,50,171,2.5,10
0.552040104,0.402484925,0.465368217,1999,50,171,2.5,31
0.570134789,0.433602117,0.492371957,1999,50,171,2.5,52
0.578632006,0.462858897,0.514087476,1999,50,171,2.5,73
0.572405357,0.206484301,0.302403322,1999,50,171,8.333333333,10
0.507242872,0.184526685,0.270188293,1999,50,171,8.333333333,31
0.606244382,0.249579238,0.352330599,1999,50,171,8.333333333,52
0.655073121,0.288484134,0.398125424,1999,50,171,8.333333333,73
0.575836639,0.160959532,0.250931263,1999,50,171,14.16666667,10
0.570448517,0.170484962,0.260488033,1999,50,171,14.16666667,31
0.696472736,0.246950941,0.364052537,1999,50,171,14.16666667,52
0.725480948,0.27596277,0.398372921,1999,50,171,14.16666667,73
0.479564991,0.088347361,0.147859669,1999,50,171,20,10
0.581917576,0.156033891,0.24516105,1999,50,171,20,31
0.648622616,0.181596309,0.282740741,1999,50,171,20,52
0.707779098,0.203454997,0.31428753,1999,50,171,20,73
0.508843214,0.290696742,0.369260905,1999,50,249,2.5,10
0.530400454,0.364965347,0.432074825,1999,50,249,2.5,31
0.533809756,0.388736984,0.449397165,1999,50,249,2.5,52
0.539035288,0.399508999,0.458685743,1999,50,249,2.5,73
0.461840967,0.132869915,0.206042021,1999,50,249,8.333333333,10
0.540557633,0.209173171,0.301274741,1999,50,249,8.333333333,31
0.564080939,0.215480489,0.310967698,1999,50,249,8.333333333,52
0.605464087,0.259826258,0.362852504,1999,50,249,8.333333333,73
0.51156725,0.105888948,0.174222161,1999,50,249,14.16666667,10
0.564956167,0.173183246,0.264663619,1999,50,249,14.16666667,31
0.635842249,0.202041577,0.305980053,1999,50,249,14.16666667,52
0.651523032,0.234322447,0.343539779,1999,50,249,14.16666667,73
0.570066983,0.117272642,0.194395833,1999,50,249,20,10
0.565045454,0.12865864,0.207783351,1999,50,249,20,31
0.63802005,0.176278936,0.274464379,1999,50,249,20,52
0.751227458,0.241597356,0.364093171,1999,50,249,20,73
0.727141436,0.638643491,0.677806315,1999,200,15,2.5,10
0.729639222,0.47292201,0.572446744,1999,200,15,2.5,31
0.665487105,0.529565902,0.588541331,1999,200,15,2.5,52
0.638484577,0.611012547,0.623679454,1999,200,15,2.5,73
0.72081681,0.264245619,0.38251458,1999,200,15,8.333333333,10
0.670698018,0.257299106,0.368742043,1999,200,15,8.333333333,31
0.769446579,0.314362315,0.435753184,1999,200,15,8.333333333,52
0.740651143,0.425384213,0.537611637,1999,200,15,8.333333333,73
0.714911345,0.228234213,0.341996457,1999,200,15,14.16666667,10
0.807400893,0.214422482,0.335173007,1999,200,15,14.16666667,31
0.742763232,0.27811722,,1999,200,15,14.16666667,52
0.834973051,0.312440747,0.444328641,1999,200,15,14.16666667,73
0.672875367,0.13877884,0.226320841,1999,200,15,20,10
0.757535202,0.12448721,0.209692872,1999,200,15,20,31
0.846962261,0.215549775,0.33940765,1999,200,15,20,52
0.711173432,0.184129391,,1999,200,15,20,73
0.644768677,0.462488725,0.538260076,1999,200,93,2.5,10
0.611263572,0.530774916,0.567834059,1999,200,93,2.5,31
0.587789274,0.508915065,0.545208847,1999,200,93,2.5,52
0.604535143,0.551114311,0.576292598,1999,200,93,2.5,73
0.565663781,0.238771245,0.333062654,1999,200,93,8.333333333,10
0.649859075,0.257965569,0.367444941,1999,200,93,8.333333333,31
0.666224796,0.314116284,0.426161716,1999,200,93,8.333333333,52
0.684319502,0.333387303,0.44714724,1999,200,93,8.333333333,73
0.596732911,0.184452375,0.280817636,1999,200,93,14.16666667,10
0.655169709,0.226065112,0.335067248,1999,200,93,14.16666667,31
0.672882306,0.236067041,0.347870519,1999,200,93,14.16666667,52
0.739999082,0.240867401,0.360676443,1999,200,93,14.16666667,73
0.595332454,0.159167927,0.249888613,1999,200,93,20,10
0.736970785,0.239424743,0.359126199,1999,200,93,20,31
0.763523118,0.232664671,0.355959703,1999,200,93,20,52
0.768724219,0.211124949,0.325519371,1999,200,93,20,73
0.605655377,0.408951203,0.487949431,1999,200,171,2.5,10
0.571102625,0.50875004,0.537749684,1999,200,171,2.5,31
0.600812415,0.5083501,0.55017766,1999,200,171,2.5,52
0.591627774,0.508555162,0.546300126,1999,200,171,2.5,73
0.53005789,0.183316675,0.271481197,1999,200,171,8.333333333,10
0.632313703,0.277221234,0.384816224,1999,200,171,8.333333333,31
0.71709885,0.355245955,0.474616825,1999,200,171,8.333333333,52
0.677337918,0.335722114,0.447828032,1999,200,171,8.333333333,73
0.551658213,0.161607744,0.249902229,1999,200,171,14.16666667,10
0.683764003,0.232546434,0.345934164,1999,200,171,14.16666667,31
0.691435936,0.250670772,0.366821672,1999,200,171,14.16666667,52
0.715700683,0.261276962,0.381773446,1999,200,171,14.16666667,73
0.595441605,0.148264697,0.236652115,1999,200,171,20,10
0.657856958,0.204430246,0.311342884,1999,200,171,20,31
0.717543097,0.220540261,0.334904123,1999,200,171,20,52
0.724270751,0.238216372,0.35646665,1999,200,171,20,73
0.58477178,0.408037272,0.479997605,1999,200,249,2.5,10
0.564132969,0.47819188,0.5173124,1999,200,249,2.5,31
0.564239383,0.50873084,0.534656169,1999,200,249,2.5,52
0.586679007,0.522667858,0.552478363,1999,200,249,2.5,73
0.48683739,0.174278366,0.254526997,1999,200,249,8.333333333,10
0.64778899,0.269205504,0.379822575,1999,200,249,8.333333333,31
0.670684736,0.312204117,0.425429689,1999,200,249,8.333333333,52
0.670426992,0.310000711,0.423276941,1999,200,249,8.333333333,73
0.499874554,0.141754638,0.220001649,1999,200,249,14.16666667,10
0.662889565,0.216952288,0.325205549,1999,200,249,14.16666667,31
0.715922242,0.259479375,0.380226795,1999,200,249,14.16666667,52
0.710249203,0.260357172,0.379624646,1999,200,249,14.16666667,73
0.548883532,0.125917479,0.204479474,1999,200,249,20,10
0.668375227,0.178479777,0.280254754,1999,200,249,20,31
0.717498316,0.223659266,0.339712206,1999,200,249,20,52
0.757729711,0.253161507,0.377481871,1999,200,249,20,73
0.680024384,0.547063281,0.604645841,1999,350,15,2.5,10
0.629823887,0.446263742,0.521727386,1999,350,15,2.5,31
0.551889601,0.435904694,0.484922446,1999,350,15,2.5,52
